county,total_subsidies_1995_2021,perc_state_total,state_abb,state
"Wyoming County, West Virginia",253249,0.001,WV,West Virginia
"Logan County, West Virginia",225643,0.001,WV,West Virginia
"Boone County, West Virginia",154991,0.001,WV,West Virginia
"Hancock County, West Virginia",107688,0,WV,West Virginia
"Goshen County, Wyoming",197536581,0.144,WY,Wyoming
"Laramie County, Wyoming",188994935,0.138,WY,Wyoming
"Platte County, Wyoming",112196035,0.082,WY,Wyoming
"Campbell County, Wyoming",105039620,0.077,WY,Wyoming
"Crook County, Wyoming",84262102,0.061,WY,Wyoming
"Big Horn County, Wyoming",71663654,0.052,WY,Wyoming
"Fremont County, Wyoming",70397670,0.051,WY,Wyoming
"Niobrara County, Wyoming",62652455,0.046,WY,Wyoming
"Park County, Wyoming",56498561,0.041,WY,Wyoming
"Johnson County, Wyoming",52278354,0.038,WY,Wyoming
"Natrona County, Wyoming",48265455,0.035,WY,Wyoming
"Weston County, Wyoming",42249266,0.031,WY,Wyoming
"Converse County, Wyoming",39702648,0.029,WY,Wyoming
"Washakie County, Wyoming",37017551,0.027,WY,Wyoming
"Sheridan County, Wyoming",34899613,0.025,WY,Wyoming
"Carbon County, Wyoming",34758787,0.025,WY,Wyoming
"Lincoln County, Wyoming",32505565,0.024,WY,Wyoming
"Sweetwater County, Wyoming",31784382,0.023,WY,Wyoming
"Sublette County, Wyoming",20055038,0.015,WY,Wyoming
"Uinta County, Wyoming",18523319,0.013,WY,Wyoming
"Albany County, Wyoming",16570851,0.012,WY,Wyoming
"Hot Springs County, Wyoming",13550792,0.01,WY,Wyoming
"Teton County, Wyoming",807517,0.001,WY,Wyoming
